TIMESTAMP,HR,TEMP,Sleep_Stage,Index,Custom
8175,82.85,29.83,W,817500,0
8180,82.88,29.83,W,818000,0
8185,83.13,29.83,W,818500,0
8190,83.58,29.81,W,819000,0
8195,83.65,29.79,W,819500,0
8200,83.37,29.81,W,820000,0
8205,82.75,29.79,W,820500,0
8210,82.07,29.79,W,821000,0
8215,81.17,29.79,W,821500,0
8220,80.42,29.81,W,822000,0
8225,77.17,29.79,W,822500,0
8230,74.38,29.79,W,823000,0
8235,72.85,29.79,W,823500,0
8240,72.53,29.75,W,824000,0
8245,72.3,29.75,W,824500,0
8250,72,29.75,W,825000,0
8255,71.75,29.77,W,825500,0
8260,71.55,29.75,W,826000,0
8265,71.27,29.75,W,826500,0
8270,71.08,29.75,W,827000,0
8275,70.9,29.77,W,827500,0
8280,70.9,29.79,W,828000,0
8285,71.23,29.77,W,828500,0
8290,71.47,29.77,W,829000,0
8295,71.4,29.77,W,829500,0
8300,71.32,29.77,W,830000,0
8305,71.3,29.77,W,830500,0
8310,71.33,29.77,W,831000,0
8315,71.23,29.81,W,831500,0
8320,71.92,29.71,W,832000,0
8325,72.83,29.75,W,832500,0
8330,73.23,29.77,W,833000,0
8335,73.35,29.77,W,833500,0
8340,73.05,29.81,W,834000,0
8345,72.45,29.83,W,834500,0
8350,72.05,29.81,W,835000,0
8355,71.87,29.83,W,835500,0
8360,71.73,29.83,W,836000,0
8365,71.73,29.81,W,836500,0
8370,71.7,29.87,W,837000,0
8375,71.7,29.85,W,837500,0
8380,70.95,29.85,W,838000,0
8385,70.12,29.87,W,838500,0
8390,69.78,29.85,W,839000,0
8395,69.88,29.87,W,839500,0
8400,70.5,29.87,W,840000,0
8405,71.02,29.89,W,840500,0
8410,71.43,29.89,W,841000,0
8415,72.15,29.91,W,841500,0
8420,72.75,29.95,W,842000,0
8425,72.57,29.93,W,842500,0
8430,72.57,29.95,W,843000,0
8435,72.83,29.97,W,843500,0
8440,72.85,29.99,W,844000,0
8445,72.77,30.01,W,844500,0
8450,72.72,30.01,W,845000,0
8455,72.6,30.05,W,845500,0
8460,72.27,30.01,W,846000,0
8465,72.08,30.01,W,846500,0
8470,71.92,30.01,W,847000,0
8475,71.75,30.13,W,847500,0
8480,71.9,30.01,W,848000,0
8485,72.28,29.99,W,848500,0
8490,72.4,29.99,W,849000,0
8495,71.95,29.99,W,849500,0
8500,71.85,30.01,W,850000,0
8505,72.22,30.01,W,850500,0
8510,72.93,29.99,W,851000,0
8515,72.93,30.01,W,851500,0
8520,72.92,30.05,W,852000,0
8525,72.85,30.03,W,852500,0
8530,72.7,29.97,W,853000,0
8535,72.3,29.97,W,853500,0
8540,71.78,30.01,W,854000,0
8545,71.77,30.01,W,854500,0
8550,71.7,29.99,W,855000,0
8555,71.87,29.97,W,855500,0
8560,71.97,29.97,W,856000,0
8565,71.68,29.99,W,856500,0
8570,70.95,29.99,W,857000,0
8575,70.9,30.01,W,857500,0
8580,70.65,30.01,W,858000,0
8585,70.35,30.01,W,858500,0
8590,70.42,30.01,W,859000,0
8595,70.67,30.01,W,859500,0
8600,70.78,30.03,W,860000,0
8605,70.27,30.03,W,860500,0
8610,69.98,30.03,W,861000,0
8615,70.32,30.07,W,861500,0
8620,70.53,30.03,W,862000,0
8625,70.4,30.03,W,862500,0
8630,70.17,30.05,W,863000,0
8635,69.97,30.05,W,863500,0
8640,70.05,30.01,W,864000,0
8645,70.5,30.03,W,864500,0
8650,70.52,30.01,W,865000,0
8655,70.02,30.01,W,865500,0
8660,69.75,30.01,W,866000,0
8665,70.52,30.01,W,866500,0
8670,71.08,29.99,W,867000,0
8675,70.63,29.99,W,867500,0
8680,70.05,29.99,W,868000,0
8685,69.82,30.01,W,868500,0
8690,69.8,30.03,W,869000,0
8695,69.6,30.05,W,869500,0
8700,69.37,30.05,W,870000,0
8705,68.97,30.07,W,870500,0
8710,68.67,30.09,W,871000,0
8715,68.72,30.09,W,871500,0
8720,68.7,30.17,W,872000,0
8725,67.97,30.15,W,872500,0
8730,67.45,30.17,W,873000,0
8735,67.55,30.13,W,873500,0
8740,69.07,30.15,W,874000,0
8745,71.85,30.23,W,874500,0
8750,75.28,30.25,W,875000,0
8755,79.33,30.25,W,875500,0
8760,82.47,30.29,W,876000,0
8765,82.58,30.27,W,876500,0
8770,82.92,30.29,W,877000,0
8775,83.23,30.31,W,877500,0
8780,83.58,30.31,W,878000,0
8785,84.18,30.37,W,878500,0
8790,84.47,30.27,W,879000,0
8795,85.4,30.33,W,879500,0
8800,85.2,30.31,W,880000,0
8805,82.9,30.33,W,880500,0
8810,79.8,30.35,W,881000,0
8815,76.23,30.33,W,881500,0
8820,73.53,30.37,W,882000,0
8825,73.7,30.39,W,882500,0
8830,73.65,30.43,W,883000,0
8835,73.55,30.39,W,883500,0
8840,73.27,30.43,W,884000,0
8845,73.03,30.45,W,884500,0
8850,72.93,30.45,W,885000,0
8855,72.27,30.45,W,885500,0
8860,71.53,30.49,W,886000,0
8865,71.4,30.49,W,886500,0
8870,71.15,30.47,W,887000,0
8965,68.9,30.67,W,896500,0
8970,68.77,30.67,W,897000,0
8975,68.68,30.65,W,897500,0
8980,68.62,30.67,W,898000,0
8985,68.75,30.67,W,898500,0
8990,69.27,30.67,W,899000,0
9265,72.63,30.99,W,926500,0
9270,72.03,31.01,W,927000,0
9275,71.92,31.03,W,927500,0
9280,72.32,31.01,W,928000,0
9285,72.68,31.03,W,928500,0
9290,72.97,31.01,W,929000,0
9295,73.63,31.31,W,929500,0
9300,75.22,31.31,W,930000,0
9305,76.67,31.29,W,930500,0
9310,77.75,31.27,W,931000,0
9315,79.53,31.29,W,931500,0
9320,81.43,31.27,W,932000,0
9325,83.08,31.29,W,932500,0
9330,84.83,31.31,W,933000,0
9335,86.75,31.13,W,933500,0
9340,88.32,31.17,W,934000,0
9345,89.47,31.19,W,934500,0
9350,90.82,31.13,W,935000,0
9355,91.97,31.19,W,935500,0
9360,92.73,31.19,W,936000,0
9365,93.57,31.19,W,936500,0
9370,95.32,31.15,W,937000,0
9375,96.67,31.17,W,937500,0
9380,95.72,31.17,W,938000,0
11275,64.78,31.77,W,1127500,0
11280,64.78,31.77,W,1128000,0
11285,64.72,31.79,W,1128500,0
11290,64.65,31.79,W,1129000,0
11295,64.65,31.79,W,1129500,0
11300,65.8,31.77,W,1130000,0
11305,67.58,31.77,W,1130500,0
11310,68.88,31.81,W,1131000,0
11315,69.45,31.83,W,1131500,0
11320,69.78,31.77,W,1132000,0
11325,69.95,31.81,W,1132500,0
11330,70.3,31.41,W,1133000,0
14335,69.82,32.65,W,1433500,0
14340,69.67,32.63,W,1434000,0
14345,69.53,32.65,W,1434500,0
14350,69.43,32.65,W,1435000,0
14355,69.42,32.66,W,1435500,0
14360,69.47,32.66,W,1436000,0
14425,70.98,32.63,W,1442500,0
14430,70.58,32.63,W,1443000,0
14435,70.58,32.61,W,1443500,0
14440,70.75,32.61,W,1444000,0
14445,70.62,32.61,W,1444500,0
14450,70.35,32.61,W,1445000,0
14575,69.33,32.55,W,1457500,0
14580,69.82,32.53,W,1458000,0
14585,70.17,32.55,W,1458500,0
14590,69.88,32.53,W,1459000,0
14595,69.55,32.53,W,1459500,0
14600,69.82,32.53,W,1460000,0
14635,72.02,32.55,R,1463500,0
14640,71.67,32.55,R,1464000,0
14645,70.97,32.57,R,1464500,0
14650,70.93,32.53,R,1465000,0
14655,71.37,32.53,R,1465500,0
14660,71.83,32.55,R,1466000,0
14665,71.65,32.53,R,1466500,0
14670,70.4,32.53,R,1467000,0
14675,69.22,32.5,R,1467500,0
14680,68.83,32.47,R,1468000,0
14685,68.87,32.43,R,1468500,0
14690,68.5,32.41,R,1469000,0
14695,68.45,32.39,R,1469500,0
14700,68.53,32.41,R,1470000,0
14705,68.33,32.37,R,1470500,0
14710,68.2,32.34,R,1471000,0
14715,68.12,32.33,R,1471500,0
14720,67.65,32.33,R,1472000,0
14725,67.32,32.31,R,1472500,0
14730,67.75,32.33,R,1473000,0
14735,68,32.31,R,1473500,0
14740,67.92,32.34,R,1474000,0
14745,67.9,32.34,R,1474500,0
14750,68.52,32.33,R,1475000,0
14755,68.12,32.34,R,1475500,0
14760,67.45,32.37,R,1476000,0
14765,67.62,32.34,R,1476500,0
14770,67.88,32.34,R,1477000,0
14775,67.65,32.37,R,1477500,0
14780,67.53,32.39,R,1478000,0
14785,67.87,32.39,R,1478500,0
14790,67.83,32.37,R,1479000,0
14795,67.6,32.37,R,1479500,0
14800,67.7,32.39,R,1480000,0
14805,68,32.39,R,1480500,0
14810,67.67,32.37,R,1481000,0
14815,68.07,32.37,R,1481500,0
14820,68.88,32.37,R,1482000,0
14825,68.6,32.37,R,1482500,0
14830,68,32.37,R,1483000,0
14835,67.95,32.37,R,1483500,0
14840,67.83,32.39,R,1484000,0
14845,67.75,32.37,R,1484500,0
14850,68.15,32.37,R,1485000,0
14855,68.4,32.34,R,1485500,0
14860,68.17,32.39,R,1486000,0
14865,67.9,32.37,R,1486500,0
14870,68.08,32.37,R,1487000,0
14875,68.13,32.34,R,1487500,0
14880,68.2,32.34,R,1488000,0
14885,68.98,32.37,R,1488500,0
14890,69.53,32.37,R,1489000,0
14895,69.53,32.37,R,1489500,0
14900,69.63,32.37,R,1490000,0
14905,69.77,32.41,R,1490500,0
14910,69.52,32.37,R,1491000,0
14915,69.83,32.34,R,1491500,0
14920,69.53,32.37,R,1492000,0
14925,68.82,32.37,R,1492500,0
14930,68.32,32.37,R,1493000,0
17755,66.2,32.11,W,1775500,0
17760,66.15,32.09,W,1776000,0
17765,65.93,32.07,W,1776500,0
17770,65.43,32.07,W,1777000,0
17775,65.33,32.07,W,1777500,0
17780,66.13,32.03,W,1778000,0
17815,67.77,32.03,W,1781500,0
17820,68,32.03,W,1782000,0
17825,68.53,32,W,1782500,0
17830,69.07,32.05,W,1783000,0
17835,69.02,32.03,W,1783500,0
17840,68.4,32.15,W,1784000,0
18115,63.62,32.15,W,1811500,0
18120,63.35,32.15,W,1812000,0
18125,62.92,32.15,W,1812500,0
18130,62.85,32.16,W,1813000,0
18135,62.92,32.16,W,1813500,0
18140,62.93,32.15,W,1814000,0
18205,66.52,32.15,R,1820500,0
18210,66.07,32.15,R,1821000,0
18215,64.85,32.13,R,1821500,0
18220,63.27,32.15,R,1822000,0
18225,62.17,32.16,R,1822500,0
18230,61.9,32.16,R,1823000,0
18235,61.6,32.15,R,1823500,0
18240,61.18,32.15,R,1824000,0
18245,61.35,32.16,R,1824500,0
18250,61.7,32.15,R,1825000,0
18255,62,32.16,R,1825500,0
18260,62.38,32.13,R,1826000,0
18265,62.7,32.15,R,1826500,0
18270,62.8,32.15,R,1827000,0
18275,62.77,32.15,R,1827500,0
18280,62.82,32.11,R,1828000,0
18285,62.95,32.13,R,1828500,0
18290,63.13,32.18,R,1829000,0
18295,63.27,32.16,R,1829500,0
18300,62.85,32.16,R,1830000,0
18305,62.45,32.16,R,1830500,0
18310,63.05,32.15,R,1831000,0
18315,62.97,32.15,R,1831500,0
18320,61.92,32.15,R,1832000,0
18325,61.47,32.16,R,1832500,0
18330,61.75,32.13,R,1833000,0
18335,62.4,32.15,R,1833500,0
18340,63.07,32.15,R,1834000,0
18345,63.33,32.13,R,1834500,0
18350,63.28,32.15,R,1835000,0
18355,63.32,32.15,R,1835500,0
18360,63.82,32.13,R,1836000,0
18365,64.15,32.15,R,1836500,0
18370,63.42,32.13,R,1837000,0
18375,63.25,32.15,R,1837500,0
18380,64.1,32.16,R,1838000,0
18385,64.58,32.31,R,1838500,0
18390,64.3,32.33,R,1839000,0
18395,64.2,32.25,R,1839500,0
18400,64,32.21,R,1840000,0
18405,62.85,32.18,R,1840500,0
18410,61.6,32.18,R,1841000,0
18415,60.85,32.23,W,1841500,0
18420,60.58,32.23,W,1842000,0
18425,60.8,32.23,W,1842500,0
18430,61.43,32.23,W,1843000,0
18435,61.92,32.29,W,1843500,0
18440,61.88,32.29,W,1844000,0
18445,62.17,32.25,R,1844500,0
18450,63.27,32.21,R,1845000,0
18455,63.9,32.18,R,1845500,0
18460,64.72,32.18,R,1846000,0
18465,65.55,32.18,R,1846500,0
18470,65.9,32.21,R,1847000,0
18475,66.02,32.21,R,1847500,0
18480,65.83,32.18,R,1848000,0
18485,65.62,32.18,R,1848500,0
18490,65.33,32.21,R,1849000,0
18495,64.57,32.18,R,1849500,0
18500,63.6,32.16,R,1850000,0
18505,62.37,32.15,R,1850500,0
18510,60.75,32.18,R,1851000,0
18515,59.55,32.16,R,1851500,0
18520,58.85,32.18,R,1852000,0
18525,58.92,32.15,R,1852500,0
18530,58.85,32.16,R,1853000,0
18535,59.57,32.15,R,1853500,0
18540,60.07,32.16,R,1854000,0
18545,59.8,32.13,R,1854500,0
18550,60.03,32.15,R,1855000,0
18555,60.82,32.18,R,1855500,0
18560,61.52,32.16,R,1856000,0
18565,61.77,32.13,R,1856500,0
18570,62.07,32.16,R,1857000,0
18575,61.73,32.13,R,1857500,0
18580,61.3,32.15,R,1858000,0
18585,61.33,32.18,R,1858500,0
18590,62,32.16,R,1859000,0
18595,61.45,32.15,R,1859500,0
18600,60.93,32.15,R,1860000,0
18605,61.2,32.18,R,1860500,0
18610,60.92,32.16,R,1861000,0
18615,60.62,32.18,R,1861500,0
18620,61.02,32.21,R,1862000,0
18625,61.68,32.15,W,1862500,0
18630,62.15,32.16,W,1863000,0
18635,62.67,32.16,W,1863500,0
18640,62.57,32.16,W,1864000,0
18645,62.48,32.16,W,1864500,0
18650,62.52,32.18,W,1865000,0
18655,62.62,32.25,R,1865500,0
18660,62.57,32.31,R,1866000,0
18665,64.42,32.21,R,1866500,0
18670,66.33,32.18,R,1867000,0
18675,67.82,32.18,R,1867500,0
18680,67.85,32.21,R,1868000,0
18685,67.03,32.21,R,1868500,0
18690,66.43,32.21,R,1869000,0
18695,66.12,32.18,R,1869500,0
18700,66.33,32.18,R,1870000,0
18705,66.67,32.16,R,1870500,0
18710,66.33,32.16,R,1871000,0
18715,66.57,32.16,W,1871500,0
18720,67.08,32.18,W,1872000,0
18725,65.6,32.18,W,1872500,0
18730,63.75,32.16,W,1873000,0
18735,61.87,32.15,W,1873500,0
18740,62,32.18,W,1874000,0
18745,62.1,32.15,R,1874500,0
18750,61.82,32.16,R,1875000,0
18755,62.08,32.16,R,1875500,0
18760,62.35,32.15,R,1876000,0
18765,62.13,32.16,R,1876500,0
18770,62.4,32.15,R,1877000,0
18775,62.2,32.16,R,1877500,0
18780,61.68,32.16,R,1878000,0
18785,61.13,32.16,R,1878500,0
18790,61.4,32.18,R,1879000,0
18795,62.33,32.15,R,1879500,0
18800,62.23,32.16,R,1880000,0
18805,62.73,32.21,R,1880500,0
18810,63.28,32.18,R,1881000,0
18815,63.45,32.21,R,1881500,0
18820,63.4,32.21,R,1882000,0
18825,63.32,32.21,R,1882500,0
18830,63.48,32.21,R,1883000,0
18835,63.63,32.23,R,1883500,0
18840,63.3,32.18,R,1884000,0
18845,62.78,32.18,R,1884500,0
18850,62.07,32.18,R,1885000,0
18855,61.25,32.18,R,1885500,0
18860,60.73,32.21,R,1886000,0
18865,60.52,32.18,R,1886500,0
18870,60.23,32.18,R,1887000,0
18875,60.05,32.21,R,1887500,0
18880,59.95,32.16,R,1888000,0
18885,59.67,32.18,R,1888500,0
18890,59.43,32.16,R,1889000,0
18895,59.45,32.21,R,1889500,0
18900,59.93,32.15,R,1890000,0
18905,60.68,32.16,R,1890500,0
18910,61.23,32.16,R,1891000,0
18915,61.48,32.18,R,1891500,0
18920,61.92,32.21,R,1892000,0
18925,62.4,32.18,R,1892500,0
18930,62.52,32.18,R,1893000,0
18935,62.43,32.16,R,1893500,0
18940,62.25,32.18,R,1894000,0
18945,62.13,32.18,R,1894500,0
18950,62.2,32.16,R,1895000,0
18955,62.38,32.16,R,1895500,0
18960,63.03,32.15,R,1896000,0
18965,63.63,32.16,R,1896500,0
18970,63.82,32.15,R,1897000,0
18975,63.95,32.18,R,1897500,0
18980,63.7,32.18,R,1898000,0
18985,63.2,32.18,R,1898500,0
18990,63.1,32.18,R,1899000,0
18995,63.02,32.15,R,1899500,0
19000,62.83,32.15,R,1900000,0
19005,62.85,32.25,R,1900500,0
19010,62.37,32.15,R,1901000,0
19015,61.15,32.13,R,1901500,0
19020,59.97,32.11,R,1902000,0
19025,59.32,32.09,R,1902500,0
19030,58.83,32.09,R,1903000,0
19035,58.73,32.09,R,1903500,0
19040,59.1,32.07,R,1904000,0
19045,59.38,32.09,R,1904500,0
19050,59.28,32.09,R,1905000,0
19055,58.97,32.11,R,1905500,0
19060,59.28,32.09,R,1906000,0
19065,59.35,32.07,R,1906500,0
19070,59.67,32.07,R,1907000,0
19075,60.85,32.07,R,1907500,0
19080,61.93,32.05,R,1908000,0
19085,62.42,32.07,R,1908500,0
19090,62.52,32.07,R,1909000,0
19095,62.33,32.09,R,1909500,0
19100,62.47,32.05,R,1910000,0
19105,63.03,32.07,R,1910500,0
19110,63.62,32.11,R,1911000,0
19115,64.23,32.09,R,1911500,0
19120,64.32,32.11,R,1912000,0
19125,64.67,32.13,R,1912500,0
19130,65.05,32.11,R,1913000,0
20995,63.35,32.33,W,2099500,0
21000,63.48,32.33,W,2100000,0
21005,63.53,32.21,W,2100500,0
21010,63.45,32.39,W,2101000,0
21015,63.32,32.45,W,2101500,0
21020,63.67,32.43,W,2102000,0
22435,63.98,31.83,W,2243500,0
22440,64.1,31.87,W,2244000,0
22445,64.25,31.81,W,2244500,0
22450,64.52,31.85,W,2245000,0
22455,65.15,31.83,W,2245500,0
22460,65.78,31.85,W,2246000,0
22465,66.07,31.81,W,2246500,0
22470,66.43,31.81,W,2247000,0
22475,66.98,31.81,W,2247500,0
22480,67.42,31.81,W,2248000,0
22485,67.75,31.77,W,2248500,0
22490,68.58,31.81,W,2249000,0
22495,69.55,31.81,W,2249500,0
22500,70.03,31.93,W,2250000,0
22505,70.45,31.97,W,2250500,0
22510,71.07,31.95,W,2251000,0
22515,71.3,31.89,W,2251500,0
22520,73.42,31.93,W,2252000,0
22525,75.83,31.95,W,2252500,0
22530,77.83,31.97,W,2253000,0
22535,79.55,31.97,W,2253500,0
22540,80.92,31.95,W,2254000,0
22545,81.5,31.95,W,2254500,0
22550,80.38,31.95,W,2255000,0
22555,79.1,31.91,W,2255500,0
22560,78.8,31.93,W,2256000,0
22565,78.77,31.93,W,2256500,0
22570,78.32,31.91,W,2257000,0
22575,77.38,31.91,W,2257500,0
22580,74.43,31.91,W,2258000,0
22585,71.87,31.95,W,2258500,0
22590,69.42,31.91,W,2259000,0
22595,66.83,31.93,W,2259500,0
22600,64.8,31.97,W,2260000,0
22605,64.1,31.93,W,2260500,0
22610,64.55,31.97,W,2261000,0
23755,65.52,32.16,W,2375500,0
23760,65.38,32.15,W,2376000,0
23765,65.38,32.13,W,2376500,0
23770,65.47,32.13,W,2377000,0
23775,65.57,32.13,W,2377500,0
23780,65.53,32.09,W,2378000,0
23785,65.4,32.07,W,2378500,0
23790,65.35,32.09,W,2379000,0
23795,65.35,32.13,W,2379500,0
23800,64.92,32.09,W,2380000,0
23805,64,32.11,W,2380500,0
23810,64.65,32.11,W,2381000,0
24025,62.95,32.05,R,2402500,0
24030,62.65,32.05,R,2403000,0
24035,62.27,32.07,R,2403500,0
24040,62.15,32.05,R,2404000,0
24045,62.07,32.07,R,2404500,0
24050,62.1,32.07,R,2405000,0
24055,62.4,32.05,R,2405500,0
24060,62.6,32.07,R,2406000,0
24065,62.65,32.05,R,2406500,0
24070,62.87,32.07,R,2407000,0
24075,62.8,32.09,R,2407500,0
24080,62.12,32.07,R,2408000,0
24085,61.65,32.07,R,2408500,0
24090,61.63,32.09,R,2409000,0
24095,61.08,32.07,R,2409500,0
24100,60.47,32.05,R,2410000,0
24105,60.3,32.07,R,2410500,0
24110,60.4,32.07,R,2411000,0
24115,60.28,32.07,R,2411500,0
24120,59.85,32.05,R,2412000,0
24125,59.75,32.05,R,2412500,0
24130,59.9,32.05,R,2413000,0
24135,60.13,32.03,R,2413500,0
24140,60.6,32.03,R,2414000,0
24145,60.63,32.03,R,2414500,0
24150,60.62,32.03,R,2415000,0
24155,61.08,32.03,R,2415500,0
24160,61.2,32,R,2416000,0
24165,61.18,32,R,2416500,0
24170,61.32,32,R,2417000,0
24175,61.33,31.99,R,2417500,0
24180,61.38,31.99,R,2418000,0
24185,61.38,31.95,R,2418500,0
24190,60.47,31.97,R,2419000,0
24195,59.5,31.97,R,2419500,0
24200,59.23,31.97,R,2420000,0
24205,59.73,31.95,R,2420500,0
24210,60.33,31.95,R,2421000,0
24215,61.15,31.95,R,2421500,0
24220,61.98,31.95,R,2422000,0
24225,62.22,31.95,R,2422500,0
